UNITO|YEAR|MONTH|UNAME|PROV|UTMQD|UTMEST|UTMNO|VCMR|CTZ|SERV|MISSION|CNTRY|UTYPE|CTLHQ|STATN|DIAID|CORDS|UNTYPE|RESERVED
M11110|66|10|1/1 MAR                       |103|BT|104|583|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11110|66|11|1/1 MAR                       |103|BT|104|583|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11110|66|12|1/1 MAR                       |103|BT|104|583|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11110|67|01|1/1 MAR                       |103|BT|106|584|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11110|67|02|1/1 MAR                       |103|BT|106|584|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11110|67|03|1/1 MAR                       |103|BT|106|584|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11110|67|04|1/1 MAR                       |103|BT|106|584|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11110|67|05|1/1 MAR                       |103|BT|106|584|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11110|67|06|1/1 MAR                       |103|BT|106|584|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11110|67|07|1/1 MAR                       |103|BT|106|584|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11110|67|08|1/1 MAR                       |103|BT|106|584|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11110|67|09|1/1 MAR                       |103|BT|106|584|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11110|67|10|1/1 MAR                       |101|YD|110|624|11|1|M|  |US|C01|9TH MAR DIV         |DONG HA        |                 |             |18TAA|            
M11110|67|11|1/1 MAR                       |103|BT|104|583|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11110|67|12|1/1 MAR                       |101|YD|334|496|11|1|M|  |US|C01|1ST MAR             |DONG HA        |                 |             |18TAA|            
M11110|68|01|1/1 MAR                       |101|YD|334|496|11|1|M|  |US|C01|1ST MAR             |DONG HA        |                 |             |18TAA|            
M11110|68|02|1/1 MAR                       |102|YD|775|227|11|1|M|  |US|C01|1ST MAR             |PHU BAI        |                 |             |18TAA|            
M11110|68|03|1/1 MAR                       |102|YD|881|130|11|1|M|  |US|C01|1ST MAR             |PHU BAI        |                 |             |18TAA|            
M11110|68|04|1/1 MAR                       |101|XD|820|450|11|1|M|  |US|C01|1ST MAR             |KHE SANH       |                 |             |18TAA|            
M11110|68|05|1/1 MAR                       |101|XD|820|450|11|1|M|  |US|C01|1ST MAR             |KHE SANH       |                 |             |18TAA|            
M11110|68|06|1/1 MAR                       |101|XD|820|450|11|1|M|  |US|C01|1ST MAR             |KHE SANH       |                 |             |18TAA|            
M11110|68|07|1/1 MAR                       |101|YD|116|700|11|1|M|  |US|C01|1ST MAR             |DONG HA        |                 |             |18TAA|            
M11110|68|08|1/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11110|68|09|1/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11110|68|10|1/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11110|68|11|1/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11110|68|12|1/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11110|69|01|1/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11110|69|02|1/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11110|69|03|1/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11110|69|04|1/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11110|69|05|1/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11110|69|06|1/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11110|69|07|1/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11110|69|08|1/1 MAR                       |103|BT|016|625|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11110|69|09|1/1 MAR                       |103|BT|016|625|05|1|M|  |US|C01|7TH MAR             |DANANG         |                 |             |18TAA|            
M11110|69|10|1/1 MAR                       |103|BT|016|625|05|1|M|  |US|C01|7TH MAR REGT        |DANANG         |                 |             |18TAA|            
M11110|69|11|1/1 MAR                       |103|BT|232|452|05|1|M|  |US|C01|7TH MAR REGT        |DANANG         |                 |             |18TAA|            
M11110|69|12|1/1 MAR                       |103|BT|015|627|05|1|M|  |US|C01|1ST MAR             |PHONG LUC      |                 |             |18TAA|            
M11110|70|01|1/1 MAR                       |103|BT|015|627|05|1|M|  |US|C01|1ST MAR             |PHONG LUC      |                 |             |18TAA|            
M11110|70|02|1/1 MAR                       |103|BT|015|627|05|1|M|  |US|C01|1ST MAR             |PHONG LUC      |                 |             |18TAA|            
M11110|70|03|1/1 MAR                       |103|AT|923|690|05|1|M|  |US|C01|1ST MAR             |HILL 10        |                 |             |18TAA|            
M11110|70|04|1/1 MAR                       |103|AT|923|690|05|1|M|  |US|C01|1ST MAR             |HILL 10        |                 |             |18TAA|            
M11110|70|05|1/1 MAR                       |103|AT|924|690|05|1|M|  |US|C01|1ST MAR             |HILL 10        |                 |             |18TAA|            
M11110|70|06|1/1 MAR                       |103|AT|924|690|05|1|M|  |US|C01|1ST MAR             |HILL 10        |                 |             |18TAA|            
M11110|70|07|1/1 MAR                       |103|AT|924|690|05|1|M|  |US|C01|1ST MAR             |HILL 10        |                 |             |18TAA|            
M11110|70|08|1/1 MAR                       |103|AT|924|690|05|1|M|  |US|C01|1ST MAR             |LZ STALLION    |                 |             |18TAA|            
M11110|70|09|1/1 MAR                       |103|AT|916|581|05|1|M|  |US|C01|1ST MAR             |               |                 |             |18TAA|            
M11110|70|10|1/1 MAR                       |103|AT|916|581|05|1|M|  |US|C01|1ST MAR             |               |                 |             |18TAA|            
M11110|70|11|1/1 MAR                       |103|AT|916|581|05|1|M|  |US|C01|1ST MAR             |               |                 |             |18TAA|            
M11110|70|12|1/1 MAR                       |103|AT|916|581|05|1|M|  |US|C01|1ST MAR             |DAI LOC        |                 |             |18TAA|            
M11110|71|01|1/1 MAR                       |103|AT|916|581|05|1|M|  |US|C01|1ST MAR             |DAI LOC        |                 |             |18TAA|            
M11110|71|02|1/1 MAR                       |103|AT|916|581|05|1|M|  |US|C01|1ST MAR             |DAI LOC        |                 |             |18TAA|            
M11110|71|03|1/1 MAR                       |103|AT|916|581|05|1|M|  |US|C01|1ST MAR             |DAI LOC        |                 |             |18TAA|            
M11120|66|10|2/1 MAR                       |103|BT|015|627|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11120|66|11|2/1 MAR                       |103|BT|015|627|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11120|66|12|2/1 MAR                       |103|BT|015|627|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11120|67|01|2/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11120|67|02|2/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11120|67|03|2/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11120|67|04|2/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11120|67|05|2/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11120|67|06|2/1 MAR                       |103|BT|015|630|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11120|67|07|2/1 MAR                       |103|BT|015|630|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|67|08|2/1 MAR                       |103|BT|015|630|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|67|09|2/1 MAR                       |103|BT|015|630|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|67|10|2/1 MAR                       |101|YD|338|497|11|1|M|  |US|C01|1ST MAR DIV         |DONG HA        |                 |             |18TAA|            
M11120|67|11|2/1 MAR                       |103|BT|015|627|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11120|67|12|2/1 MAR                       |101|YD|117|701|11|1|M|  |US|C01|9TH MAR             |DONG HA        |                 |             |18TAA|            
M11120|68|01|2/1 MAR                       |101|YD|117|701|11|1|M|  |US|C01|9TH MAR             |DONG HA        |                 |             |18TAA|            
M11120|68|02|2/1 MAR                       |101|YD|117|701|11|1|M|  |US|C01|9TH MAR             |DONG HA        |                 |             |18TAA|            
M11120|68|03|2/1 MAR                       |101|YD|117|701|11|1|M|  |US|C01|9TH MAR             |DONG HA        |                 |             |18TAA|            
M11120|68|04|2/1 MAR                       |101|YD|117|701|11|1|M|  |US|C01|9TH MAR             |DONG HA        |                 |             |18TAA|            
M11120|68|05|2/1 MAR                       |101|XD|909|394|11|1|M|  |US|C01|9TH MAR             |KHE SANH       |                 |             |18TAA|            
M11120|68|06|2/1 MAR                       |101|XD|909|394|11|1|M|  |US|C01|9TH MAR             |KHE SANH       |                 |             |18TAA|            
M11120|68|07|2/1 MAR                       |101|YD|280|666|11|1|M|  |US|C01|1ST MAR             |MA XA THI      |                 |             |18TAA|            
M11120|68|08|2/1 MAR                       |103|BT|081|656|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11120|68|09|2/1 MAR                       |103|BT|081|656|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|68|10|2/1 MAR                       |103|BT|081|656|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|68|11|2/1 MAR                       |103|BT|081|656|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|68|12|2/1 MAR                       |103|BT|081|656|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|69|01|2/1 MAR                       |103|BT|081|656|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|69|02|2/1 MAR                       |103|BT|081|656|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|69|03|2/1 MAR                       |103|BT|081|656|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|69|04|2/1 MAR                       |103|BT|081|656|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|69|05|2/1 MAR                       |103|BT|016|629|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|69|06|2/1 MAR                       |103|BT|016|629|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|69|07|2/1 MAR                       |103|BT|016|629|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|69|08|2/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|69|09|2/1 MAR                       |103|BT|015|628|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|69|10|2/1 MAR                       |103|BT|075|653|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|69|11|2/1 MAR                       |103|BT|075|653|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11120|69|12|2/1 MAR                       |103|BT|073|655|05|1|M|  |US|C01|1ST MAR             |CAU HA         |                 |             |18TAA|            
M11120|70|01|2/1 MAR                       |103|BT|073|655|05|1|M|  |US|C01|1ST MAR             |CAU HA         |                 |             |18TAA|            
M11120|70|02|2/1 MAR                       |103|BT|073|655|05|1|M|  |US|C01|1ST MAR             |CAU HA         |                 |             |18TAA|            
M11120|70|03|2/1 MAR                       |103|BT|082|705|05|1|M|  |US|C01|1ST MAR             |MARBLE MTN     |                 |             |18TAA|            
M11120|70|04|2/1 MAR                       |103|BT|082|705|05|1|M|  |US|C01|1ST MAR             |MARBLE MTN     |                 |             |18TAA|            
M11120|70|05|2/1 MAR                       |103|BT|082|707|05|1|M|  |US|C01|1ST MAR             |MARBLE MTN     |                 |             |18TAA|            
M11120|70|06|2/1 MAR                       |103|BT|082|707|05|1|M|  |US|C01|1ST MAR             |MARBLE MTN     |                 |             |18TAA|            
M11120|70|07|2/1 MAR                       |103|BT|082|707|05|1|M|  |US|C01|1ST MAR             |MARBLE MTN     |                 |             |18TAA|            
M11120|70|08|2/1 MAR                       |103|BT|082|707|05|1|M|  |US|C01|1ST MAR             |MARBLE MTN     |                 |             |18TAA|            
M11120|70|09|2/1 MAR                       |103|BT|082|707|05|1|M|  |US|C01|1ST MAR             |MARBLE MTN     |                 |             |18TAA|            
M11120|70|10|2/1 MAR                       |103|BT|082|707|05|1|M|  |US|C01|1ST MAR             |MARBLE MTN     |                 |             |18TAA|            
M11120|70|11|2/1 MAR                       |103|BT|082|706|05|1|M|  |US|C01|1ST MAR             |CAMP LANER     |                 |             |18TAA|            
M11120|70|12|2/1 MAR                       |103|BT|082|706|05|1|M|  |US|C01|1ST MAR             |CAMP LANER     |                 |             |18TAA|            
M11120|71|01|2/1 MAR                       |103|BT|082|706|05|1|M|  |US|C01|1ST MAR             |CAMP LANER     |                 |             |18TAA|            
M11120|71|02|2/1 MAR                       |103|BT|083|703|05|1|M|  |US|C01|1ST MAR             |CAMP LANER     |                 |             |18TAA|            
M11120|71|03|2/1 MAR                       |103|BT|083|703|05|1|M|  |US|C01|1ST MAR             |CAMP LANIER    |                 |             |18TAA|            
M11120|71|04|2/1 MAR                       |103|BT|083|703|05|1|M|  |US|C01|1ST MAR             |CAMP LANIER    |                 |             |18TAA|            
M11130|66|10|3/1 MAR                       |103|BT|068|714|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11130|66|11|3/1 MAR                       |103|BT|068|714|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11130|66|12|3/1 MAR                       |103|BT|075|658|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11130|67|01|3/1 MAR                       |103|BT|075|658|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11130|67|02|3/1 MAR                       |103|BT|075|658|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11130|67|03|3/1 MAR                       |103|BT|075|658|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11130|67|04|3/1 MAR                       |103|BT|075|658|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11130|67|05|3/1 MAR                       |103|BT|075|658|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11130|67|06|3/1 MAR                       |103|BT|073|651|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11130|67|07|3/1 MAR                       |103|BT|073|651|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11130|67|08|3/1 MAR                       |103|BT|073|651|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11130|67|09|3/1 MAR                       |103|BT|073|651|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11130|67|10|3/1 MAR                       |103|BT|073|651|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11130|67|11|3/1 MAR                       |103|BT|068|714|05|1|M|  |US|C01|1ST MAR REGT        |DANANG         |                 |             |18TAA|            
M11130|67|12|3/1 MAR                       |101|YD|117|701|11|1|M|  |US|C01|1ST MAR             |DONG HA        |                 |             |18TAA|            
M11130|68|01|3/1 MAR                       |101|YD|340|690|11|1|M|  |US|C01|1ST MAR             |CUA VIET       |                 |             |18TAA|            
M11130|68|02|3/1 MAR %SLF-B<               |101|YD|306|791|11|1|M|  |US|C01|1ST AMTRAC BN       |DONG HA        |                 |             |18TAA|            
M11130|68|03|3/1 MAR                       |101|YD|151|521|11|1|M|  |US|C01|4TH MAR             |DONG HA        |                 |             |18TAA|            
M11130|68|04|3/1 MAR %SLF-B<               |101|YD|016|454|11|1|M|  |US|C01|4TH MAR             |CA LU          |                 |             |18TAA|            
M11130|68|05|3/1 MAR                       |101|YD|016|454|11|1|M|  |US|C01|4TH MAR             |CA LU          |                 |             |18TAA|            
M11130|68|06|3/1 MAR                       |103|AT|938|783|05|1|M|  |US|C01|7TH MAR             |DANANG         |                 |             |18TAA|            
M11130|68|07|3/1 MAR                       |103|AT|938|783|05|1|M|  |US|C01|7TH MAR             |DANANG         |                 |             |18TAA|            
M11130|68|08|3/1 MAR                       |103|AT|938|783|05|1|M|  |US|C01|7TH MAR             |DANANG         |                 |             |18TAA|            
M11130|68|09|3/1 MAR                       |103|AT|938|783|05|1|M|  |US|C01|7TH MAR             |DANANG         |                 |             |18TAA|            
M11130|68|10|3/1 MAR                       |103|AT|938|783|05|1|M|  |US|C01|7TH MAR             |DANANG         |                 |             |18TAA|            
M11130|68|11|3/1 MAR                       |103|AT|938|783|05|1|M|  |US|C01|7TH MAR             |DANANG         |                 |             |18TAA|            
M11130|68|12|3/1 MAR                       |103|AT|938|783|05|1|M|  |US|C01|7TH MAR             |DANANG         |                 |             |18TAA|            
M11130|69|01|3/1 MAR                       |103|AT|938|783|05|1|M|  |US|C01|7TH MAR             |DANANG         |                 |             |18TAA|            
M11130|69|02|3/1 MAR                       |103|AT|938|783|05|1|M|  |US|C01|7TH MAR             |DANANG         |                 |             |18TAA|            
M11130|69|03|3/1 MAR                       |103|AT|938|783|05|1|M|  |US|C01|7TH MAR             |DANANG         |                 |             |18TAA|            
M11130|69|04|3/1 MAR                       |103|AT|938|783|05|1|M|  |US|C01|7TH MAR             |DANANG         |                 |             |18TAA|            
M11130|69|05|3/1 MAR                       |103|BT|070|656|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11130|69|06|3/1 MAR                       |103|BT|070|656|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11130|69|07|3/1 MAR                       |103|BT|070|656|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11130|69|08|3/1 MAR                       |103|BT|070|656|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11130|69|09|3/1 MAR                       |103|BT|070|656|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11130|69|10|3/1 MAR                       |103|BT|070|656|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11130|69|11|3/1 MAR                       |103|BT|070|656|05|1|M|  |US|C01|1ST MAR             |DANANG         |                 |             |18TAA|            
M11130|69|12|3/1 MAR                       |103|AT|915|582|05|1|M|  |US|C01|1ST MAR             |HILL 37        |                 |             |18TAA|            
M11130|70|01|3/1 MAR                       |103|AT|915|582|05|1|M|  |US|C01|1ST MAR             |HILL 37        |                 |             |18TAA|            
M11130|70|02|3/1 MAR                       |103|AT|915|582|05|1|M|  |US|C01|1ST MAR             |HILL 37        |                 |             |18TAA|            
M11130|70|03|3/1 MAR                       |103|AT|940|783|05|1|M|  |US|C01|1ST MAR             |DA NANG        |                 |             |18TAA|            
M11130|70|04|3/1 MAR                       |103|AT|940|783|05|1|M|  |US|C01|1ST MAR             |DA NANG        |                 |             |18TAA|            
M11130|70|05|3/1 MAR                       |103|AT|940|783|05|1|M|  |US|C01|1ST MAR             |DA NANG        |                 |             |18TAA|            
M11130|70|06|3/1 MAR                       |103|AT|940|783|05|1|M|  |US|C01|1ST MAR             |DA NANG        |                 |             |18TAA|            
M11130|70|07|3/1 MAR                       |103|AT|940|783|05|1|M|  |US|C01|1ST MAR             |DA NANG        |                 |             |18TAA|            
M11130|70|08|3/1 MAR                       |103|AT|940|783|05|1|M|  |US|C01|1ST MAR             |DA NANG        |                 |             |18TAA|            
M11130|70|09|3/1 MAR                       |103|AT|940|783|05|1|M|  |US|C01|1ST MAR             |DA NANG        |                 |             |18TAA|            
M11130|70|10|3/1 MAR                       |103|AT|940|783|05|1|M|  |US|C01|1ST MAR             |DA NANG        |                 |             |18TAA|            
M11130|70|11|3/1 MAR                       |103|AT|940|783|05|1|M|  |US|C01|1ST MAR             |CAMP 14        |                 |             |18TAA|            
M11130|70|12|3/1 MAR                       |103|AT|940|783|05|1|M|  |US|C01|1ST MAR             |CAMP 14        |                 |             |18TAA|            
M11130|71|01|3/1 MAR                       |103|AT|940|783|05|1|M|  |US|C01|1ST MAR             |CAMP 14        |                 |             |18TAA|            
M11130|71|02|3/1 MAR                       |103|AT|940|782|05|1|M|  |US|C01|1ST MAR             |CAMP 14        |                 |             |18TAA|            
M11130|71|03|3/1 MAR                       |103|AT|940|782|05|1|M|  |US|C01|1ST MAR             |CAMP 14        |                 |             |18TAA|            
M11160|66|10|1/5 MAR                       |104|BT|397|145|05|1|M|  |US|C01|7TH MAR REGT        |CHU LAI        |                 |             |18TAA|            
M11160|66|11|1/5 MAR                       |104|BT|397|145|05|1|M|  |US|C01|7TH MAR REGT        |CHU LAI        |                 |             |18TAA|            
M11160|66|12|1/5 MAR                       |104|BT|397|145|05|1|M|  |US|C01|7TH MAR REGT        |CHU LAI        |                 |             |18TAA|            
M11160|67|01|1/5 MAR                       |104|BT|397|145|05|1|M|  |US|C01|7TH MAR REGT        |CHU LAI        |                 |             |18TAA|            
M11160|67|02|1/5 MAR                       |104|BT|397|145|05|1|M|  |US|C01|7TH MAR REGT        |CHU LAI        |                 |             |18TAA|            
M11160|67|03|1/5 MAR                       |104|BT|397|145|05|1|M|  |US|C01|7TH MAR REGT        |CHU LAI        |                 |             |18TAA|            
M11160|67|04|1/5 MAR                       |104|BT|397|145|05|1|M|  |US|C01|5TH MAR             |CHU LAI        |                 |             |18TAA|            
M11160|67|05|1/5 MAR                       |104|AT|912|268|05|1|M|  |US|C01|5TH MAR             |QUE SON        |                 |             |18TAA|            
M11160|67|06|1/5 MAR                       |103|BT|041|347|05|1|M|  |US|C01|5TH MAR             |QUE SON        |                 |             |18TAA|            
M11160|67|07|1/5 MAR                       |103|BT|041|347|05|1|M|  |US|C01|5TH MAR             |QUE SON        |                 |             |18TAA|            
M11160|67|08|1/5 MAR                       |103|BT|041|347|05|1|M|  |US|C01|6TH MAR             |QUE SON        |                 |             |18TAA|            
M11160|67|09|1/5 MAR                       |103|BT|025|342|05|1|M|  |US|C01|5TH MAR             |DANANG         |                 |             |18TAA|            
M11160|67|10|1/5 MAR                       |103|BT|104|583|05|1|M|  |US|C01|5TH MAR             |DANANG         |                 |             |18TAA|            
M11160|67|11|1/5 MAR                       |103|BT|104|583|05|1|M|  |US|C01|5TH MAR             |DANANG         |                 |             |18TAA|            
M11160|67|12|1/5 MAR                       |102|ZC|076|985|11|1|M|  |US|C01|5TH MAR             |PHU LOC        |                 |             |18TAA|            
M11160|68|01|1/5 MAR                       |102|ZC|076|985|11|1|M|  |US|C01|5TH MAR             |PHU LOC        |                 |             |18TAA|            
M11160|68|02|1/5 MAR                       |102|YD|774|199|11|1|M|  |US|C01|5TH MAR             |PHU BAI        |                 |             |18TAA|            
M11160|68|03|1/5 MAR                       |102|YC|944|921|11|1|M|  |US|C01|5TH MAR             |PHU BAI        |                 |             |18TAA|            
M11160|68|04|1/5 MAR                       |102|YC|944|921|11|1|M|  |US|C01|5TH MAR             |PHU LOC        |                 |             |18TAA|            
M11160|68|05|1/5 MAR                       |102|YC|944|921|11|1|M|  |US|C01|5TH MAR             |PHU LOC        |                 |             |18TAA|            
M11160|68|06|1/5 MAR                       |102|YC|944|921|11|1|M|  |US|C01|5TH MAR             |PHU LOC        |                 |             |18TAA|            
M11160|68|07|1/5 MAR                       |103|AT|871|473|05|1|M|  |US|C01|5TH MAR             |DANANG         |                 |             |18TAA|            
M11160|68|08|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HOA         |                 |             |18TAA|            
M11160|68|09|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HOA         |                 |             |18TAA|            
M11160|68|10|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HOA         |                 |             |18TAA|            
M11160|68|11|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HOA         |                 |             |18TAA|            
M11160|68|12|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HOA         |                 |             |18TAA|            
M11160|69|01|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HOA         |                 |             |18TAA|            
M11160|69|02|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HOA         |                 |             |18TAA|            
M11160|69|03|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HOA         |                 |             |18TAA|            
M11160|69|04|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HOA         |                 |             |18TAA|            
M11160|69|05|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HOA         |                 |             |18TAA|            
M11160|69|06|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HOA         |                 |             |18TAA|            
M11160|69|07|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HOA         |                 |             |18TAA|            
M11160|69|08|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HOA         |                 |             |18TAA|            
M11160|69|09|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HOA         |                 |             |18TAA|            
M11160|69|10|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HUA         |                 |             |18TAA|            
M11160|69|11|1/5 MAR                       |103|AT|867|473|05|1|M|  |US|C01|5TH MAR             |AN HOA         |                 |             |18TAA|            
M11160|69|12|1/5 MAR                       |103|AT|878|575|05|1|M|  |US|C01|5TH MAR             |HILL 65        |                 |             |18TAA|            
M11160|70|01|1/5 MAR                       |103|AT|878|575|05|1|M|  |US|C01|5TH MAR             |HILL 65        |                 |             |18TAA|            
M11160|70|02|1/5 MAR                       |103|AT|878|575|05|1|M|  |US|C01|5TH MAR             |HILL 65        |                 |             |18TAA|            
M11160|70|03|1/5 MAR                       |103|AT|997|723|05|1|M|  |US|C01|1ST MAR DIV         |DA NANG        |                 |             |18TAA|            
