UNITO|YEAR|MONTH|UNAME|PROV|UTMQD|UTMEST|UTMNO|VCMR|CTZ|SERV|MISSION|CNTRY|UTYPE|CTLHQ|STATN|DIAID|CORDS|UNTYPE|RESERVED
V59900|71|01|4/50 INF                      |323|XT|497|483|01|3|W|  |VS|C01|50TH REGT           |TRI TAM        |                 |             |18AAA|            
V59900|71|02|4/50 INF                      |323|XT|497|483|01|3|W|  |VS|C01|50TH REGT           |TRI TAM        |                 |             |18AAA|            
V59900|71|03|4/50 INF                      |370|  |   |   |00|3|W|  |VS|C01|46TH REGT           |               |                 |             |18AAA|            
V59900|71|04|4/50 INF                      |325|XT|516|258|02|3|W|  |VS|C01|50TH REGT           |CHA RAY        |                 |             |18AAA|            
V59900|71|05|4/50 INF                      |325|XT|516|258|02|3|W|  |VS|C01|50TH REGT           |CHA RAY        |                 |             |18AAA|            
V59900|71|06|4/50 INF                      |370|  |   |   |00|3|W|  |VS|C01|50TH REGT           |               |                 |             |18AAA|            
V59900|71|07|4/50 INF                      |370|  |   |   |00|3|W|  |VS|C01|50TH REGT           |               |                 |             |18AAA|            
V59900|71|08|4/50 INF                      |325|XS|596|966|02|3|W|  |VS|C01|HNP                 |DUC HOA        |                 |             |18AAA|            
V59900|71|09|4/50 INF                      |325|XS|596|966|02|3|W|  |VS|C01|HNP                 |DUC HOA        |                 |             |18AAA|            
V59900|71|10|4/50 INF                      |323|XT|635|271|01|3|W|  |VS|C01|50TH REGT           |THIEN NGON     |                 |             |18AAA|            
V59900|71|11|4/50 INF                      |324|XT|592|216|01|3|W|  |VS|C01|50TH REGT           |TRANG SUP      |                 |             |18AAA|            
V59900|71|12|4/50 INF                      |327|YS|395|610|01|3|W|  |VS|C01|50TH REGT           |BA RIA         |                 |             |18AAA|            
V59900|72|01|4/50 INF                      |327|YS|395|610|01|3|W|  |VS|C01|50TH REGT           |BA RIA         |                 |             |18AAA|            
V59900|72|02|4/50 INF                      |324|XT|159|556|01|3|W|  |VS|C01|50TH REGT           |FLD LOC        |                 |             |18AAA|            
V59900|72|03|4/50 INF                      |324|XT|159|556|01|3|W|  |VS|C01|50TH REGT           |FLD LOC        |                 |             |18AAA|            
V60700|66|10|32D RGR BN                    |433|XS|498|460|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|66|11|32D RGR BN                    |433|XS|498|460|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|66|12|32D RGR BN                    |433|XS|498|460|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|67|01|32D RGR BN                    |433|XS|498|460|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|67|02|32D RGR BN                    |433|XS|498|460|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|67|03|32D RGR BN                    |433|XS|498|460|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|67|04|32D RGR BN                    |433|XS|390|496|02|4|W|  |VS|C01|7TH DIV             |LONG DINH      |                 |             |18AAA|            
V60700|67|05|32D RGR BN                    |433|XS|498|460|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|67|06|32D RGR BN                    |433|XS|498|460|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|67|07|32D RGR BN                    |433|XS|498|460|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|67|08|32D RGR BN                    |433|XS|500|450|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|67|09|32D RGR BN                    |433|XS|505|455|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|67|10|32D RGR BN                    |433|XS|505|455|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|67|11|32D RGR BN                    |433|XS|505|455|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|67|12|32D RGR BN                    |433|XS|505|455|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|68|01|32D RGR BN                    |433|XS|505|455|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|68|02|32D RGR BN                    |433|XS|499|459|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|68|03|32D RGR BN                    |433|XS|499|459|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|68|04|32D RGR BN                    |433|XS|499|459|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|68|05|32D RGR BN                    |433|XS|499|459|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|68|06|32D RGR BN                    |433|XS|499|459|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|68|07|32D RGR BN                    |433|XS|499|459|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|68|08|32D RGR BN                    |433|XS|505|455|02|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|68|09|32D RGR BN                    |440|WS|851|088|03|4|W|  |VS|C01|21ST DIV            |CAN THO        |                 |             |18AAA|            
V60700|68|10|32D RGR BN                    |433|XS|472|441|02|4|W|  |VS|C01|4TH RGR GP          |MY THO         |                 |             |18AAA|            
V60700|68|11|32D RGR BN                    |433|XS|472|441|02|4|W|  |VS|C01|4TH RGR GP          |MY THO         |                 |             |18AAA|            
V60700|68|12|32D RGR BN                    |436|WS|907|125|03|4|W|  |VS|C01|9TH DIV             |BINH MINH      |                 |             |18AAA|            
V60700|69|01|32D RGR BN                    |442|WR|170|155|03|4|W|  |VS|C01|4TH RGR GP          |CA MAU         |                 |             |18AAA|            
V60700|69|02|32D RGR BN                    |436|WS|904|124|03|4|W|  |VS|C01|4TH RGR GP          |CAI VON        |                 |             |18AAA|            
V60700|69|03|32D RGR BN                    |436|WS|904|124|03|4|W|  |VS|C01|4TH RGR GP          |CAI VON        |                 |             |18AAA|            
V60700|69|04|32D RGR BN                    |436|WS|904|124|03|4|W|  |VS|C01|4TH RGR GP          |CAI VON        |                 |             |18AAA|            
V60700|69|05|32D RGR BN                    |444|WS|133|833|02|4|W|  |VS|C01|4TH RGR GP          |CHAU PHU       |                 |             |18AAA|            
V60700|69|06|32D RGR BN                    |436|WS|877|118|03|4|W|  |VS|C01|4TH RGR GP          |BINH MINH      |                 |             |18AAA|            
V60700|69|07|32D RGR BN                    |436|WS|877|118|03|4|W|  |VS|C01|4TH RGR GP          |BINH MINH      |                 |             |18AAA|            
V60700|69|08|32D RGR BN                    |444|WS|032|622|02|4|W|  |VS|C01|4TH RGR GP          |CHI LANG       |                 |             |18AAA|            
V60700|69|09|32D RGR BN                    |444|WS|032|622|02|4|W|  |VS|C01|4TH RGR GP          |CHI LANG       |                 |             |18AAA|            
V60700|69|10|32D RGR BN                    |442|WR|000|500|03|4|W|  |VS|C01|21ST DIV            |DONG HUNG      |                 |             |18AAA|            
V60700|69|11|32D RGR BN                    |438|WR|000|500|03|4|W|  |VS|C01|21ST DIV            |DONG HUNG      |                 |             |18AAA|            
V60700|69|12|32D RGR BN                    |436|WS|905|130|03|4|W|  |VS|C01|9TH DIV             |BINH MINH      |                 |             |18AAA|            
V60700|70|01|32D RGR BN                    |444|WS|030|640|02|4|W|  |VS|C01|9TH DIV             |CHI LANG       |                 |             |18AAA|            
V60700|70|02|32D RGR BN                    |444|WS|030|640|02|4|W|  |VS|C01|9TH DIV             |CHI LANG       |                 |             |18AAA|            
V60700|70|03|32D RGR BN                    |444|WS|030|640|02|4|W|  |VS|C01|44TH SPECIAL ZONE   |CHI LANG       |                 |             |18AAA|            
V60700|70|04|32D RGR BN                    |444|WS|030|640|02|4|W|  |VS|C01|44TH SPECIAL ZONE   |DUC MY         |                 |             |18AAA|            
V60700|70|05|32D RGR BN                    |431|XS|020|910|02|4|W|  |VS|C01|44TH STZ            |MOC HOA        |                 |             |18AAA|            
V60700|70|06|32D RGR BN                    |432|WS|380|850|02|4|W|  |VS|C01|44TH STZ            |HONG NGU       |                 |             |18AAA|            
V60700|70|07|32D RGR BN                    |432|XS|000|580|02|4|W|  |VS|C01|44TH STZ            |KIEN VAN       |                 |             |18AAA|            
V60700|70|08|32D RGR BN                    |440|WR|981|920|03|4|W|  |VS|C01|7TH DIV             |MY THO         |                 |             |18AAA|            
V60700|70|09|32D RGR BN                    |439|WR|215|660|03|4|W|  |VS|C01|21ST DIV            |KIEN HUNG      |                 |             |18AAA|            
V60700|70|10|32D RGR BN                    |440|WS|830|080|03|4|W|  |VS|C01|21ST DIV            |CAN THO        |                 |             |18AAA|            
V60700|70|11|32D RGR BN                    |433|WS|940|435|02|4|W|  |VS|C01|21ST DIV            |CAN THO        |                 |             |18AAA|            
V60700|70|12|32D RGR BN                    |439|WR|735|775|03|4|W|  |VS|C01|21ST DIV            |LONG MY        |                 |             |18AAA|            
V60700|71|01|32D RGR BN                    |440|WS|825|045|03|4|W|  |VS|C01|41ST RG GP          |CAN THO        |                 |             |18AAA|            
V60700|71|02|32D RGR BN                    |439|WR|431|573|03|4|W|  |VS|C01|41ST RNGR GP        |KIEN THIEN     |                 |             |18AAA|            
V60700|71|03|32D RGR BN                    |439|WR|437|802|03|4|W|  |VS|C01|41ST RGR GP         |VI THANH       |                 |             |18AAA|            
V60700|71|04|32D RGR BN                    |433|XS|260|437|02|4|W|  |VS|C01|41ST RGR GP         |CAI BE         |                 |             |18AAA|            
V60700|71|05|32D RGR BN                    |433|XS|260|437|02|4|W|  |VS|C01|41ST RGR GP         |CAI BE         |                 |             |18AAA|            
V60700|71|06|32D RGR BN                    |442|VQ|995|673|03|4|W|  |VS|C01|41ST RGR GP         |NAM CAN        |                 |             |18AAA|            
V60700|71|07|32D RGR BN                    |442|VQ|995|673|03|4|W|  |VS|C01|41ST RGR GP         |NAM CAN        |                 |             |18AAA|            
V60700|71|08|32D RGR BN                    |442|WQ|160|542|03|4|W|  |VS|C01|41ST RGR GP         |NAM CAN        |                 |             |18AAA|            
V60700|71|09|32D RGR BN                    |442|WQ|160|542|03|4|W|  |VS|C01|41ST RGR GP         |NAM CAN        |                 |             |18AAA|            
V60700|71|10|32D RGR BN                    |440|WS|830|051|03|4|W|  |VS|C01|41ST RGR GP         |CAN THO        |                 |             |18AAA|            
V60700|71|11|32D RGR BN                    |470|WT|256|349|00|4|W|  |VS|C01|41ST RGR GP         |               |                 |             |18AAA|            
V60700|71|12|32D RGR BN                    |470|WT|212|236|00|4|W|  |VS|C01|41ST RGR GP         |               |                 |             |18AAA|            
V60700|72|01|32D RGR BN                    |470|WT|311|197|00|4|W|  |VS|C01|41ST RGR GP         |               |                 |             |18AAA|            
V60700|72|02|32D RGR BN                    |470|WT|060|180|00|4|W|  |VS|C01|4TH RGR GP          |               |                 |             |18AAA|            
V60700|72|03|32D RGR BN                    |470|WT|060|180|00|4|W|  |VS|C01|4TH RGR GP          |               |                 |             |18AAA|            
V60700|72|04|32D RGR BN                    |101|YD|347|518|11|1|W|  |VS|C01|4TH RGR GP          |OPN            |                 |             |18AAA|            
V60800|66|10|41ST RGR BN                   |434|XS|494|341|02|4|W|  |VS|C01|7TH DIV             |TRUC GIANG     |                 |             |18AAA|            
V60800|66|11|41ST RGR BN                   |434|XS|494|341|02|4|W|  |VS|C01|7TH DIV             |TRUC GIANG     |                 |             |18AAA|            
V60800|66|12|41ST RGR BN                   |434|XS|494|341|02|4|W|  |VS|C01|7TH DIV             |BEN TRE        |                 |             |18AAA|            
V60800|67|01|41ST RGR BN                   |434|XS|494|341|02|4|W|  |VS|C01|7TH DIV             |BEN TRE        |                 |             |18AAA|            
V60800|67|02|41ST RGR BN                   |434|XS|494|341|02|4|W|  |VS|C01|7TH DIV             |BEN TRE        |                 |             |18AAA|            
V60800|67|03|41ST RGR BN                   |434|XS|495|390|02|4|W|  |VS|C01|7TH DIV             |BEN TRE        |                 |             |18AAA|            
V60800|67|04|41ST RGR BN                   |434|XS|494|341|02|4|W|  |VS|C01|7TH DIV             |BEN TRI        |                 |             |18AAA|            
V60800|67|05|41ST RGR BN                   |434|XS|494|341|02|4|W|  |VS|C01|7TH DIV             |BEN TRE        |                 |             |18AAA|            
V60800|67|06|41ST RGR BN                   |434|XS|494|341|02|4|W|  |VS|C01|7TH DIV             |BEN TRE        |                 |             |18AAA|            
V60800|67|07|41ST RGR BN                   |434|XS|494|341|02|4|W|  |VS|C01|7TH DIV             |BEN TRE        |                 |             |18AAA|            
V60800|67|08|41ST RGR BN                   |434|XS|515|315|02|4|W|  |VS|C01|7TH DIV             |BEN TRE        |                 |             |18AAA|            
V60800|67|09|41ST RGR BN                   |434|XS|515|315|02|4|W|  |VS|C01|7TH DIV             |BEN TRE        |                 |             |18AAA|            
V60800|67|10|41ST RGR BN                   |434|XS|515|315|02|4|W|  |VS|C01|7TH DIV             |BEN TRE        |                 |             |18AAA|            
V60800|67|11|41ST RGR BN                   |434|XS|500|422|02|4|W|  |VS|C01|7TH DIV             |TAN THACH      |                 |             |18AAA|            
V60800|67|12|41ST RGR BN                   |325|XT|595|213|02|3|W|  |VS|C01|TH TNG CTR          |TRUNG HOA TC   |                 |             |18AAA|            
V60800|68|01|41ST RGR BN                   |434|XS|515|315|02|4|W|  |VS|C01|7TH DIV             |BEN TRE        |                 |             |18AAA|            
V60800|68|02|41ST RGR BN                   |440|WS|851|088|03|4|W|  |VS|C01|4TH RGR GP          |CAN THO        |                 |             |18AAA|            
V60800|68|03|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|68|04|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|68|05|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|68|06|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|68|07|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|68|08|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|68|09|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|68|10|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|68|11|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|68|12|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|69|01|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|69|02|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH SZ             |CAO LANH       |                 |             |18AAA|            
V60800|69|03|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|69|04|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|69|05|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|69|06|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|69|07|41ST RGR BN                   |432|WS|700|600|02|4|W|  |VS|C01|44TH STZ            |CAO LANH       |                 |             |18AAA|            
V60800|69|08|41ST RGR BN                   |438|WS|100|007|03|4|W|  |VS|C01|44TH STZ            |RACH GIA       |                 |             |18AAA|            
V60800|69|09|41ST RGR BN                   |438|WS|100|007|03|4|W|  |VS|C01|44TH STZ            |RACH GIA       |                 |             |18AAA|            
V60800|69|10|41ST RGR BN                   |439|WR|330|630|03|4|W|  |VS|C01|9TH DIV             |VI THANH       |                 |             |18AAA|            
V60800|69|11|41ST RGR BN                   |439|WR|330|630|03|4|W|  |VS|C01|9TH DIV             |VI THANH       |                 |             |18AAA|            
V60800|69|12|41ST RGR BN                   |440|WS|850|090|03|4|W|  |VS|C01|21ST DIV            |CAN THO        |                 |             |18AAA|            
V60800|70|01|41ST RGR BN                   |444|WS|035|625|02|4|W|  |VS|C01|44TH STZ            |CHAU DOC       |                 |             |18AAA|            
V60800|70|02|41ST RGR BN                   |444|WS|035|625|02|4|W|  |VS|C01|44TH STZ            |CHAU DOC       |                 |             |18AAA|            
V60800|70|03|41ST RGR BN                   |432|WS|700|550|02|4|W|  |VS|C01|IV CTZ              |CAO LANH       |                 |             |18AAA|            
V60800|70|04|41ST RGR BN                   |432|WS|700|550|02|4|W|  |VS|C01|IV CTZ              |CAO LANH       |                 |             |18AAA|            
V60800|70|05|41ST RGR BN                   |432|WS|700|550|02|4|W|  |VS|C01|IV CTZ              |CAO LANH       |                 |             |18AAA|            
V60800|70|06|41ST RGR BN                   |439|WR|290|610|03|4|W|  |VS|C01|IV MR               |KIEN LONG      |                 |             |18AAA|            
V60800|70|07|41ST RGR BN                   |439|WR|290|610|03|4|W|  |VS|C01|MR 4                |KIEN LONG      |                 |             |18AAA|            
V60800|70|08|41ST RGR BN                   |432|WS|810|540|02|4|W|  |VS|C01|MR 4                |CA LANH        |                 |             |18AAA|            
V60800|70|09|41ST RGR BN                   |439|WR|210|590|03|4|W|  |VS|C01|21ST DIV            |KIEN LONG      |                 |             |18AAA|            
V60800|70|10|41ST RGR BN                   |438|VR|940|670|03|4|W|  |VS|C01|21ST DIV            |DONG HUNG      |                 |             |18AAA|            
V60800|70|11|41ST RGR BN                   |438|WR|036|482|03|4|W|  |VS|C01|21ST DIV            |KIEN HUNG      |                 |             |18AAA|            
V60800|70|12|41ST RGR BN                   |470|VR|731|830|00|4|W|  |VS|C01|21ST DIV            |               |                 |             |18AAA|            
V60800|71|01|41ST RGR BN                   |438|VR|894|671|03|4|W|  |VS|C01|21ST DIV            |KIEN AN        |                 |             |18AAA|            
V60800|71|02|41ST RGR BN                   |438|VR|894|671|03|4|W|  |VS|C01|21ST DIV            |KIEN AN        |                 |             |18AAA|            
V60800|71|03|41ST RGR BN                   |433|XS|090|510|02|4|W|  |VS|C01|21ST DIV            |CAI BE         |                 |             |18AAA|            
V60800|71|04|41ST RGR BN                   |442|WQ|008|896|03|4|W|  |VS|C01|21ST DIV            |CAI NUOC       |                 |             |18AAA|            
V60800|71|05|41ST RGR BN                   |442|WQ|008|896|03|4|W|  |VS|C01|21ST DIV            |CAI NUOC       |                 |             |18AAA|            
V60800|71|06|41ST RGR BN                   |442|VQ|915|935|03|4|W|  |VS|C01|21ST DIV            |CAI NUOC       |                 |             |18AAA|            
V60800|71|07|41ST RGR BN                   |442|VQ|915|935|03|4|W|  |VS|C01|21ST DIV            |CAI NUOC       |                 |             |18AAA|            
V60800|71|08|41ST RGR BN                   |442|VQ|896|553|03|4|W|  |VS|C01|21ST DIV            |NAM CAN        |                 |             |18AAA|            
V60800|71|09|41ST RGR BN                   |442|VQ|896|553|03|4|W|  |VS|C01|21ST DIV            |NAM CAN        |                 |             |18AAA|            
V60800|71|10|41ST RGR BN                   |437|WS|468|480|02|4|W|  |VS|C01|21ST DIV            |LONG XUYEN     |                 |             |18AAA|            
V60800|71|11|41ST RGR BN                   |470|WT|212|203|00|4|W|  |VS|C01|21ST DIV            |               |                 |             |18AAA|            
V60800|71|12|41ST RGR BN                   |470|WT|238|248|00|4|W|  |VS|C01|21ST DIV            |               |                 |             |18AAA|            
V60800|72|01|41ST RGR BN                   |470|WT|317|439|00|4|W|  |VS|C01|21ST DIV            |               |                 |             |18AAA|            
V60800|72|02|41ST RGR BN                   |470|WT|317|439|00|4|W|  |VS|C01|44TH STZ            |               |                 |             |18AAA|            
V60800|72|03|58TH RGR BN                   |470|WT|340|400|00|4|W|  |VS|C01|44TH STZ            |               |                 |             |18AAA|            
V60800|72|04|41ST RGR BN                   |470|VS|410|620|00|4|W|  |VS|C01|7TH RGR GP          |               |                 |             |18AAA|            
V60900|66|10|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|21ST DIV            |VINH LOI       |                 |             |18AAA|            
V60900|66|11|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|21ST DIV            |VINH LOI       |                 |             |18AAA|            
V60900|66|12|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|21ST DIV            |BAC LIEU       |                 |             |18AAA|            
V60900|67|01|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|21ST DIV            |BAC LIEU       |                 |             |18AAA|            
V60900|67|02|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|2D ST DIV           |BAC LIEU       |                 |             |18AAA|            
V60900|67|03|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|TC                  |BAC LIEU       |                 |             |18AAA|            
V60900|67|04|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|21ST DIV            |BAC LIEU       |                 |             |18AAA|            
V60900|67|05|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|21ST DIV            |BAC LIEU       |                 |             |18AAA|            
V60900|67|06|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|21ST DIV            |BAC LIEU       |                 |             |18AAA|            
V60900|67|07|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|21ST DIV            |BAC LIEU       |                 |             |18AAA|            
V60900|67|08|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|21ST DIV            |BAC LIEU       |                 |             |18AAA|            
V60900|67|09|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|21ST DIV            |BAC LIEU       |                 |             |18AAA|            
V60900|67|10|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|21ST DIV            |BAC LIEU       |                 |             |18AAA|            
V60900|67|11|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|21ST DIV            |BAC LIEU       |                 |             |18AAA|            
V60900|67|12|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|21ST DIV            |BAC LIEU       |                 |             |18AAA|            
V60900|68|01|42D RGR BN                    |443|WR|803|270|03|4|W|  |VS|C01|21ST DIV            |BAC LIEU       |                 |             |18AAA|            
V60900|68|02|42D RGR BN                    |440|WS|851|088|03|4|W|  |VS|C01|4TH RGR GP          |CAN THO        |                 |             |18AAA|            
V60900|68|03|42D RGR BN                    |443|WR|820|265|03|4|W|  |VS|C01|21ST DIV            |BAC LIEU       |                 |             |18AAA|            
V60900|68|04|42D RGR BN                    |443|WR|820|265|03|4|W|  |VS|C01|21ST DIV            |BAC LIEU       |                 |             |18AAA|            
V60900|68|05|42D RGR BN                    |443|WR|820|265|03|4|W|  |VS|C01|21ST DIV            |BAC LIEU       |                 |             |18AAA|            
V60900|68|06|42D RGR BN                    |440|WS|851|088|03|4|W|  |VS|C01|21ST DIV            |CAN THO        |                 |             |18AAA|            
V60900|68|07|42D RGR BN                    |440|WS|851|088|03|4|W|  |VS|C01|21ST DIV            |CAN THO        |                 |             |18AAA|            
V60900|68|08|42D RGR BN                    |440|WS|851|088|03|4|W|  |VS|C01|21ST DIV            |CAN THO        |                 |             |18AAA|            
V60900|68|09|42D RGR BN                    |440|WS|851|088|03|4|W|  |VS|C01|21ST DIV            |CAN THO        |                 |             |18AAA|            
V60900|68|10|42D RGR BN                    |433|XS|472|441|02|4|W|  |VS|C01|4TH RGR GP          |MY THO         |                 |             |18AAA|            
V60900|68|11|42D RGR BN                    |433|XS|472|441|02|4|W|  |VS|C01|4TH RGR GP          |MY THO         |                 |             |18AAA|            
V60900|68|12|42D RGR BN                    |440|WS|851|088|03|4|W|  |VS|C01|4TH RGR GP          |CAN THO        |                 |             |18AAA|            
V60900|69|01|42D RGR BN                    |439|WR|518|811|03|4|W|  |VS|C01|4TH RGR GP          |VI THANH       |                 |             |18AAA|            
V60900|69|02|42D RGR BN                    |440|WS|828|129|03|4|W|  |VS|C01|4TH RGR GP          |CAN THO        |                 |             |18AAA|            
V60900|69|03|42D RGR BN                    |440|WS|828|129|03|4|W|  |VS|C01|4TH RGR GP          |CAN THO        |                 |             |18AAA|            
V60900|69|04|42D RGR BN                    |440|WS|828|129|03|4|W|  |VS|C01|4TH RGR GP          |CAN THO        |                 |             |18AAA|            
V60900|69|05|42D RGR BN                    |440|WS|828|129|03|4|W|  |VS|C01|4TH RGR GP          |CAN THO        |                 |             |18AAA|            
V60900|69|06|42D RGR BN                    |440|WS|828|129|03|4|W|  |VS|C01|4TH RGR GP          |CAN THO        |                 |             |18AAA|            
V60900|69|07|42D RGR BN                    |444|WS|032|622|02|4|W|  |VS|C01|44TH STZ            |CHI LANG       |                 |             |18AAA|            
V60900|69|08|42D RGR BN                    |438|WS|100|007|03|4|W|  |VS|C01|44TH STZ            |RACH GIA       |                 |             |18AAA|            
V60900|69|09|42D RGR BN                    |438|WS|100|006|03|4|W|  |VS|C01|44TH STZ            |RACH GIA       |                 |             |18AAA|            
V60900|69|10|42D RGR BN                    |439|WR|330|630|03|4|W|  |VS|C01|9TH DIV             |VI THANH       |                 |             |18AAA|            
V60900|69|11|42D RGR BN                    |439|WR|330|630|03|4|W|  |VS|C01|9TH DIV             |VI THANH       |                 |             |18AAA|            
V60900|69|12|42D RGR BN                    |439|WR|330|630|03|4|W|  |VS|C01|9TH DIV             |VI THANH       |                 |             |18AAA|            
V60900|70|01|42D RGR BN                    |440|WS|820|010|03|4|W|  |VS|C01|9TH DIV             |CAN THO        |                 |             |18AAA|            
V60900|70|02|42D RGR BN                    |440|WS|820|010|03|4|W|  |VS|C01|9TH DIV             |CAN THO        |                 |             |18AAA|            
V60900|70|03|42D RGR BN                    |440|WS|820|010|03|4|W|  |VS|C01|IV CTZ              |CAN THO        |                 |             |18AAA|            
V60900|70|04|42D RGR BN                    |431|XS|020|910|02|4|W|  |VS|C01|9TH DIV             |MOC HOA        |                 |             |18AAA|            
V60900|70|05|42D RGR BN                    |432|WS|850|530|02|4|W|  |VS|C01|9TH DIV             |KIEN VAN       |                 |             |18AAA|            
V60900|70|06|42D RGR BN                    |432|WS|700|550|02|4|W|  |VS|C01|9TH DIV             |CAO LANH       |                 |             |18AAA|            
V60900|70|07|42D RGR BN                    |440|WR|830|880|03|4|W|  |VS|C01|PHONG DINH SEC      |CAI TAC        |                 |             |18AAA|            
V60900|70|08|42D RGR BN                    |440|WR|830|880|03|4|W|  |VS|C01|PHONG DINH SEC      |CAI TAC        |                 |             |18AAA|            
V60900|70|09|42D RGR BN                    |440|WR|830|880|03|4|W|  |VS|C01|PHONG DINH SEC      |CAI TAC        |                 |             |18AAA|            
V60900|70|10|42D RGR BN                    |438|VR|940|670|03|4|W|  |VS|C01|RACH GIA SEC        |KIEN LUONG     |                 |             |18AAA|            
V60900|70|11|42D RGR BN                    |433|WS|940|435|02|4|W|  |VS|C01|RACH GIA SEC        |CAN THO        |                 |             |18AAA|            
V60900|70|12|42D RGR BN                    |433|WS|940|435|02|4|W|  |VS|C01|RACH GIA SEC        |TRC            |                 |             |18AAA|            
